Actions de Conservation;Reboisement ;Restauration ;Sacralisation ;Ecogardes (patrouille) ;Gestion des aires communautaire de conservation de la biodiversité ;Existences de cooperatives de femmes pour la conservation ;Surveillance ;Sensibilisation ;Production de plants de parlétuvier 
Effectif;12;7;4;1;10;7;7;10;9
