Gestion et Entretien de Mangrove;Participation aux réunions ;Planification ;Prise de décision ;Coordination avec d’autres organisations/organismes ;Vente propagules ;Suivi ;Nettoyage de la mangrove;Comptabilité des recettes et des dépenses ;Garde des fonds 
Effectif;15;11;14;7;12;2;8;11;13
